alias,archimate_type,authentiek,author,begrip,GGM-bron,created,datum_opname,datum_tijd_export,definitie,domein-dcat,domein-iv3,GEMMA-definitie,GEMMA-naam,GEMMA-toelichting,GEMMA-type,GEMMA-url,herkomst,herkomst_definitie,GGM-guid,indicatie_formele_historie,is_datatype,kwaliteit,modified,GGM-naam,nullable,package_id,phase,populatie,schema_id,status,stereotype,GGM-synoniemen,GGM-toelichting,uri,version,visibility,GGM-uml-type,Datum-tijd-export
,,,Arjen Brienen,,,2019-05-16 15:41:33,,,"Stem (openbaring van iemands mening (voor of tegen)),  uitbrengen bij verkiezingen of bij een vergadering",,Griffie,"Stem (openbaring van iemands mening (voor of tegen)),  uitbrengen bij verkiezingen of bij een vergadering",Stemming,,business-object,https://gemmaonline.nl/index.php/GEMMA/id-857327b0-3ab3-4578-869d-7b390aa1e3d3,,,EAID_331C4A0B_1505_4945_A0B0_DCD8703AB50F,,False,,2025-12-18 15:38:50,Stemming,,EAPK_9EBFD9E7_BB04_45c9_97BB_426207B40292,1.0,,GGM_ROOT_SCHEMA,Proposed,Objecttype,,,,1.12.0,,Class,12052026-14:54:00
,,,Arjen Brienen,,,2019-05-16 11:44:21,,,Een samenhangend geheel van activiteiten en taken en hangt onder een programma.,,Griffie,,,,,,,,EAID_01E83CEC_D69D_47eb_9BAB_252AABADDD18,,False,,2025-12-18 15:38:50,Taakveld,,EAPK_9EBFD9E7_BB04_45c9_97BB_426207B40292,1.0,,GGM_ROOT_SCHEMA,Proposed,Objecttype,,,,1.12.0,,Class,12052026-14:54:00
,,,Arjen Brienen,"#NOTES#Description: Verwijzing naar een begrip. De verwijzing heeft de vorm van een term of een URI.
",,2019-05-16 11:09:27,"#NOTES#Description: De datum waarop het informatie-element is opgenomen in het informatiemodel.
",,Een bijeenkomst van meerdere mensen (meestal van eenzelfde organisatie) die met elkaar spreken en/of afspraken maken over de gemeenschappelijke toekomst.,,Griffie,Een bijeenkomst van meerdere mensen (meestal van eenzelfde organisatie) die met elkaar spreken en/of afspraken maken over de gemeenschappelijke toekomst.,Vergadering,,business-object,https://gemmaonline.nl/index.php/GEMMA/id-ea768404-3043-48bc-b0dc-143abc8806d6,"#NOTES#Description: De registratie of het informatiemodel waaraan het informatie-element ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAID_257F4ABF_7CCD_453f_B2E8_5A6434383A9B,,False,"#NOTES#Description: Voor objecttypen die deel uitmaken van een registratie betreft dit de waarborgen voor de juistheid van de in de registratie opgenomen objecten van het desbetreffende type.
",2025-12-18 15:38:50,Vergadering,,EAPK_9EBFD9E7_BB04_45c9_97BB_426207B40292,1.0,<memo>#NOTES#Voor objecttypen die deel uitmaken van een (basis)registratie betreft dit de beschrijving van de exemplaren van het gedefinieerde objecttype die in de desbetreffende (basis)-registratie voorhanden zijn.#NOTES#Voor objecttypen die deel uitmaken van een (basis)registratie betreft dit de beschrijving van de exemplaren van het gedefinieerde objecttype die in de desbetreffende (basis)-registratie voorhanden zijn.#NOTES#Voor objecttypen die deel uitmaken van een (basis)registratie betreft dit de beschrijving van de exemplaren van het gedefinieerde objecttype die in de desbetreffende (basis)-registratie voorhanden zijn.#NOTES#Voor objecttypen die deel uitmaken van een (basis)registratie betreft dit de beschrijving van de exemplaren van het gedefinieerde objecttype die in de desbetreffende (basis)-registratie voorhanden zijn.#NOTES#Voor objecttypen die deel uitmaken van een (basis)registratie betreft dit de beschrijving van de exemplaren van het gedefinieerde objecttype die in de desbetreffende (basis)-registratie voorhanden zijn.#NOTES#Voor objecttypen die deel uitmaken van een (basis)registratie betreft dit de beschrijving van de exemplaren van het gedefinieerde objecttype die in de desbetreffende (basis)-registratie voorhanden zijn.#NOTES#Voor objecttypen die deel uitmaken van een (basis)registratie betreft dit de beschrijving van de exemplaren van het gedefinieerde objecttype die in de desbetreffende (basis)-registratie voorhanden zijn.#NOTES#Voor objecttypen die deel uitmaken van een (basis)registratie betreft dit de beschrijving van de exemplaren van het gedefinieerde objecttype die in de desbetreffende (basis)-registratie voorhanden zijn.,GGM_ROOT_SCHEMA,Proposed,Objecttype,,#NOTES#Een inhoudelijke toelichting op de toepassing van het informatie-element.,,1.14.0,,Class,12052026-14:54:00
,,,mkampen,"#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
",,2022-02-14 14:40:41,"#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
",,"Ieder menselijk handelen waarbij, of ieder menselijk nalaten waardoor een verandering of effect in de (fysieke) leefomgeving wordt of kan worden bewerkstelligd. ",,Veiligheid en Vergunningen,,,,,,"#NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAID_9547BC67_7488_4d9a_B651_2B69A62D789F,,False,"#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
",2025-12-18 15:38:51,Activiteit Omgevingswet,,EAPK_AA7AC6CA_3F75_4f72_9941_AC3710C5F46A,1.0,,GGM_ROOT_SCHEMA,Proposed,Objecttype,,,,1.9.0,,Class,12052026-14:54:00
,,,Ashkan Ashkpour,"#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
",,2020-11-30 14:06:39,"#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
",,,,Veiligheid en Vergunningen,,,,,,"#NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAID_FDEB42B6_5D93_46bf_9B5C_10F42BA4AC26,,False,"#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
",2025-12-18 15:38:51,AOMStatus,,EAPK_AA7AC6CA_3F75_4f72_9941_AC3710C5F46A,1.0,,GGM_ROOT_SCHEMA,Proposed,Objecttype,,,,1.9.0,,Class,12052026-14:54:00
,,,Ashkan Ashkpour,"#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
",,2022-08-10 13:59:39,"#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
",,Een *bevinding* is de uitkomst van een waarneming of onderzoek die aangeeft wat is geconstateerd bij beoordeling of inspectie.  ,,Veiligheid en Vergunningen,,,,,,"#NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","https://nl.wiktionary.org/wiki/bevinding#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAID_ED0D0224_0A30_435b_AB25_87FDA8DF4078,,False,"#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
",2025-12-18 15:38:51,Bevinding,,EAPK_AA7AC6CA_3F75_4f72_9941_AC3710C5F46A,1.0,,GGM_ROOT_SCHEMA,Proposed,Objecttype,,"In algemene en bestuurlijke contexten verwijst *bevinding* naar wat er naar voren komt uit onderzoek, inspectie of waarneming, bijvoorbeeld tijdens een controle, audit of beoordeling van een situatie. Het is het resultaat dat aangeeft wat er feitelijk is geconstateerd of waargenomen, en vormt vaak de basis voor conclusies, adviezen of vervolgacties.  ",,1.9.0,,Class,12052026-14:54:00
,,,Arjen Brienen,"#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
",,2019-04-16 10:36:35,"#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
",,Een buitengewoon opsporingsambtenaar (boa) is een ambtenaar met een specifieke opsporingsbevoegdheid.,,Veiligheid en Vergunningen,Een buitengewoon opsporingsambtenaar (boa) is een ambtenaar met een specifieke opsporingsbevoegdheid.,BOA,,business-object,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-7aae6aa2-cf47-491b-a0c0-a311729edcbf,"#NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAID_90B2A249_8D88_4a14_979F_672223D98E8C,,False,"#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
",2025-12-18 15:38:51,BOA,,EAPK_AA7AC6CA_3F75_4f72_9941_AC3710C5F46A,1.0,,GGM_ROOT_SCHEMA,Proposed,Objecttype,,,,1.9.0,,Class,12052026-14:54:00
,,,Arjen Brienen,"#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
",,2019-05-09 14:51:11,"#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
",,Een Combibon is een modelformulier dat handhavende ambtenaren gebruiken om geconstateerde overtredingen en de gekozen afdoeningsmodaliteit (bijv. bekeuring of strafbeschikking) vast te leggen.,,Veiligheid en Vergunningen,,,,,,"https://toezichttafel.wordpress.com/kenniskaart/handhaving-en-interventies/combibon/ #NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","https://toezichttafel.wordpress.com/kenniskaart/handhaving-en-interventies/combibon/ #NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAID_43D57BB8_C2E4_4b5a_A41C_C5CEC9D3877D,,False,"#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
",2025-12-18 15:38:51,Combibon,,EAPK_AA7AC6CA_3F75_4f72_9941_AC3710C5F46A,1.0,,GGM_ROOT_SCHEMA,Proposed,Objecttype,,"	•	Het formulier is opgenomen in de Regeling modellen en formulieren ten behoeve van de handhaving Justitie en kan worden toegepast bij verschillende sanctiemodaliteiten zoals kennisgeving van bekeuring, aankondiging van strafbeschikking en administratieve besluiten.
	•	Op de combibon worden standaardcodes gebruikt voor de afdoening, de feitcode en een verkort proces-verbaal.
	•	Na invulling blijft een exemplaar achter bij de verbalisant en wordt een doorslag gegeven aan of achtergelaten bij de betrokkene of het voertuig.
	•	Zwaardere feiten waarvoor een volledig proces-verbaal vereist is, worden niet via combibon afgehandeld.",,1.9.0,,Class,12052026-14:54:00
,,,Arjen Brienen,"#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
",,2019-04-16 10:36:20,"#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
",,Adminstreren van fietsen,,Veiligheid en Vergunningen,,,,,,"#NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAID_FF9A4A36_6674_4590_BC33_7B6DC5256490,,False,"#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
",2025-12-18 15:38:51,Fietsregistratie,,EAPK_AA7AC6CA_3F75_4f72_9941_AC3710C5F46A,1.0,,GGM_ROOT_SCHEMA,Proposed,Objecttype,,,,1.9.0,,Class,12052026-14:54:00
,,,mkampen,"#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
",,2022-02-14 14:41:03,"#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
",,"Een *grondslag* is de juridische of normatieve basis waarop een besluit, handeling of rechtspraak steunt; het is hetgeen zijn **basis vindt in wetgeving of andere geldende rechtsregels**.  ",,Veiligheid en Vergunningen,,,,,,"#NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","https://www.juridischwoordenboek.nl/zoek/grondslag#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAID_94E2B19A_6942_4164_8A52_3C0BBDE45808,,False,"#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
",2025-12-18 15:38:51,Grondslag,,EAPK_AA7AC6CA_3F75_4f72_9941_AC3710C5F46A,1.0,,GGM_ROOT_SCHEMA,Proposed,Objecttype,,"In (bestuurs)recht en regelgeving verwijst *grondslag* naar de **wet, regel of rechtsbron** waarop een besluit of maatregel is gebaseerd. Het duidt op de formele reden waarom een bestuursorgaan, rechter of andere instantie bevoegd is om tot een maatregel, besluit of ingreep over te gaan. Voor besluiten moet de grondslag helder zijn zodat duidelijk is **welke wettelijke bepaling, artikel of norm** de basis vormt voor het genomen besluit",,1.9.0,,Class,12052026-14:54:00
,,,Arjen Brienen,"#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
",,2019-04-18 10:56:20,"#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
",,"De maatstaf waarop een belasting is gebaseerd, het bedrag op basis waarvan een bepaalde belasting wordt geheven of de premie voor sociale zekerheid wordt vastgesteld.",,Veiligheid en Vergunningen,"De maatstaf waarop een belasting is gebaseerd, het bedrag op basis waarvan een bepaalde belasting wordt geheven of de premie voor sociale zekerheid wordt vastgesteld.",Heffinggrondslag,,business-object,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-654000c4-9d8b-4453-b3e8-4f77fb1b15a2,"#NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAID_3D2D5426_653C_485c_A99C_8AD933E76D78,,False,"#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
",2025-12-18 15:38:51,Heffinggrondslag,,EAPK_AA7AC6CA_3F75_4f72_9941_AC3710C5F46A,1.0,,GGM_ROOT_SCHEMA,Proposed,Objecttype,,,,1.9.0,,Class,12052026-14:54:00
,,,Arjen Brienen,"#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
",,2019-04-18 10:54:17,"#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
",,"Een *heffingsverordening* is een door de gemeenteraad vastgestelde verordening die de **heffing en invordering van gemeentelijke belastingen en rechten** regelt, zoals afvalstoffenheffing, precariobelasting of marktgelden.  ",,Veiligheid en Vergunningen,,Heffingsverordening,,business-object,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-f94b299a-c9eb-4bdb-82e7-5752360494cd,"#NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","https://www.rijksoverheid.nl/onderwerpen/gemeenten/vraag-en-antwoord/welke-belastingen-heft-de-gemeente#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAID_C29CCD49_04E2_44b4_A6B0_AD8B10552628,,False,"#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
",2025-12-18 15:38:51,Heffingsverordening,,EAPK_AA7AC6CA_3F75_4f72_9941_AC3710C5F46A,1.0,,GGM_ROOT_SCHEMA,Proposed,Objecttype,,"Gemeenten mogen alleen heffingen vaststellen binnen de kaders die de wet hen geeft. Een heffingsverordening bevat de regels over **welke belastingen of rechten worden geheven, wie belastingplichtig is, wat de maatstaf en tarieven zijn, en hoe invordering plaatsvindt**. Dit is de lokale juridische basis voor het innen van gemeentelijke heffingen waarvoor de gemeenteraad een verordening opstelt.",,1.9.0,,Class,12052026-14:54:00
,,,Arjen Brienen,"#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
",,2019-04-18 15:45:30,"#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
",,Persoon die meldiing of aanvraag doet,,Veiligheid en Vergunningen,Persoon die meldiing of aanvraag doet,Indiener,,business-object,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-d4b0a5ba-7c38-44eb-8856-e3cb971dca37,"#NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAID_E9AD325A_49CF_48a6_AA9E_7FB57E03E414,,False,"#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
",2025-12-18 15:38:51,Indiener,,EAPK_AA7AC6CA_3F75_4f72_9941_AC3710C5F46A,1.0,,GGM_ROOT_SCHEMA,Proposed,Objecttype,,,,1.9.0,,Class,12052026-14:54:00
